,Unnamed: 0.1,Unnamed: 0,subject,name,uid,description,description_NER
164,164,389,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop447,Status,Prop447,This property contains the actual status of the element.,"property, status, element"
165,165,390,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop446,OnOffCycle,Prop446,This property contains the total number of transitions of the value from the Off to the On state.,"property, number, value"
166,166,391,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop496,TotalHeadAtOutletAreaOfThePump,Prop496,"Head observed at outlet area of the pump, corresponding to the sum of the height, pressure head and velocity head.","Head, outlet area, pump, height pressure head, velocity head"
167,167,392,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop495,RatedOutletPressure,Prop495,"Outlet pressure of the pump at the guarantee point with rated flow and rated speed, as well as rated inlet pressure, for rotodynamic pumps only.","Outlet pressure, pump"
168,168,393,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop494,MeanRatedVelocityAtOutlet,Prop494,Rated flow at pump outlet connection divided by the inlet area of the pump.,"Rated flow, pump outlet connection, inlet area, pump"
169,169,394,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop493,HeightOfTheOutletConnection,Prop493,Height of the center of the outlet connection of the pump.,"Height, center, outlet connection, pump"
170,170,395,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop488,NominalSize,Prop488,"An alphanumeric designation of size for components of a pipework system, which is used for reference purposes. It comprises the letters DN followed by a dimensionless whole number which is indirectly related to the physical size, in millimeters, of the bore or outside diameter of the end connections.","size, components, reference purposes, millimeters"
171,171,396,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop301,MaximumTemperature,Prop301,Highest fluid temperature to be expected under operating conditions,operating conditions
172,172,397,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop304,MinimumFlow,Prop304,Smallest rate of flow which is expected at operating conditions,operating conditions
173,173,398,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop290,Fluid,Prop290,Fluid that is handled by the pump at specified operating conditions,"pump, operating conditions"
174,174,399,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop294,HeightOfThePump,Prop294,Height of the center of the pump,"Height, center, pump"
175,175,400,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop300,MaximumRelativeHumidity,Prop300,Highest relative humidity that can be expected under normal circumstances.,
176,176,401,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop323,WorkingTemperature,Prop323,Temperature determined by the given application and fluid. ,"Temperature, application, fluid"
177,177,402,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop297,MaximumHead,Prop297,Highest total head developed by a pump at any rate of flow,rate of flow
178,178,403,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop322,UltimatePressureOfAVacuumPump,Prop322,The ultimate pressure is the value to which the pressure in a standardized test dome approaches asymptotically during normal operation of the vacuum pump and without gas inlet. A difference can be made between the final pressure caused by gases and the final pressure caused by gases and vapors.,"value, pressure, vacuum pump, difference, gases, gases"
179,179,404,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop319,RequiredTime,Prop319,Time interval throughout which an item is required to be in an up state,"Time interval, item"
180,180,405,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop314,OperatingMode,Prop314,"Specifies whether the pump is to be operated in single, parallel or series connection.",pump
181,181,406,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop317,ReferencePlane,Prop317,Any horizontal plane for use as the datum for height measurement,height
182,182,407,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop310,Multi_Phase,Prop310,"Comprising a fluid together with substances in solid or gaseous states, whether due to deliberate addition or a change of state caused by a change in conditions. A ""True"" status means that there is a possibility of multi-phase-fluid and a ""False"" status means that there is no possibility of multi-phase-fluid.","solid, state, change, conditions, True  status, possibility"
183,183,408,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop302,MeanTimeBetweenFailures,Prop302,Average of the times between failures,"Average, times, failures"
184,184,409,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop291,GasContent,Prop291,"Proportion of gaseous substance in the liquid to be pumped, either as a contaminant or as vapor from the main body of liquid","Proportion, liquid, liquid"
185,185,410,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop288,ExplosionZone,Prop288,Categories of explosion zones for devices according to 2014/34/EU (ATEX).,devices
186,186,411,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop295,MaximumAmbientTemperature,Prop295,Highest ambient temperature to be expected under normal circumstances,"Highest, ambient temperature, normal, circumstances"
187,187,412,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop292,HeightOfTheInletSideOfTheInstallation,Prop292,"Height of the fluid level on the inlet side of the installation, or in the center of the inlet manifold","Height, inlet side, installation, center, inlet"
188,188,413,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop298,MaximumInletPressure,Prop298,Highest inlet pressure to which the pump is subjected during operation,"pump, operation"
189,189,414,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop320,SolidContent,Prop320,"Proportion of solids contained in the fluid to be pumped, either as a contaminant or as a deliberate useful burden or suspension","Proportion, fluid"
190,190,415,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop296,MaximumFlow,Prop296,Greatest rate of flow which is expected at operating conditions,operating conditions
191,191,416,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop318,RequiredControlMode,Prop318,Specifies which control mode is to be used for the use case.,control mode
192,192,417,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop315,RatedInletPressureOfTheInstallation,Prop315,Inlet pressure of the installation for the working conditions,installation
193,193,418,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop312,NormalFlow,Prop312,Rate of flow at which usual operation is expected,Rate of flow
194,194,419,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop311,NetPositiveInletPressureAvailable,Prop311,Total pressure (including velocity pressure) at the pump inlet connection less the liquid vapor pressure at the present temperature of the liquid,"pump inlet connection, liquid"
195,195,420,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop305,MinimumHead,Prop305,Smallest total head developed by a pump at any rate of flow,rate of flow
196,196,421,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop308,MinimumRelativeHumidity,Prop308,Lowest relative humidity to be expected under normal circumstances.,"relative, humidity, normal, circumstances"
197,197,422,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop306,MinimumInletPressure,Prop306,Lowest inlet pressure that can occur during operation for the pump,"operation, pump"
198,198,423,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop303,MinimumAmbientTemperature,Prop303,Lowest ambient temperature to be expected under normal circumstances,"Lowest, ambient temperature, normal, circumstances"
199,199,424,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop289,Fieldbus,Prop289,Selected fieldbus for the product,product
200,200,425,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop293,HeightOfTheOutletSideOfTheInstallation,Prop293,Height of the fluid level on the outlet side of the installation or in the center of the outlet manifold,"Height, outlet side, installation, center, outlet"
201,201,426,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop299,MaximumOutletPressure,Prop299,"Maximum possible pressure at outlet, due either to internal energy increase (rotodynamic pumps) or external downstream restrictions (volumetric pumps)",outlet
202,202,427,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop287,CompressionRatio,Prop287,"Ratio of the backing pressure, p3, to the inlet pressure, p1, of the vacuum pump without throughput","Ratio, inlet pressure, vacuum pump"
203,203,428,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop321,Throughput,Prop321,Amount of fluid flowing through a duct,fluid
204,204,429,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop313,NpshDatumPlane,Prop313,"Horizontal plane through the center of the circle described by the external points of the entrance edges of the impeller blades, in the first stage in the case of multi-stage pumps","center, circle, first stage, case"
205,205,430,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop316,RatedPumpUnitTotalHead,Prop316,"Difference of the total head, at the outlet side of the pump unit from the total head at the inlet side of the pump unit, at which usual operation is expected","Difference, total head, outlet side, total head, inlet side, operation"
206,206,431,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop309,MinimumTemperature,Prop309,Lowest fluid temperature to be expected under operating conditions,operating conditions
207,207,432,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop307,MinimumOutletPressure,Prop307,Lowest outlet pressure that can occur during operation for the pump,"operation, pump"
208,208,433,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop451,FaultValue,Prop451,This property specifies a user-defined value for use with Fault action property.,property
209,209,434,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop450,FaultAction,Prop450,This property determines the action taken on variables in fault state.,"property, action"
210,210,435,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop449,DiscreteOutputValue,Prop449,This property contains the actual value of the discrete output unit.,property
211,211,436,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop454,PumpKickTimeDifference,Prop454,"This property determines the interval time of a pump kick, if Pump Kick Mode is operator specific. The time for the next pump kick results of the sum of Pump Kick Time and Pump Kick Time Difference","property, pump kick, time, pump kick"
212,212,437,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop453,PumpKickTime,Prop453,"This property determines the absolute time of a pump kick, if Pump Kick Mode is operator specific. The time for the next pump kick results of the sum of Pump Kick Time and Pump Kick Time Difference","property, pump kick, time, pump kick"
213,213,438,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop452,PumpKickMode,Prop452,This property describes the pump kick mode of the pump. ,"property, pump"
214,214,439,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop117,AccessoryLiquidLow,Prop117,"This attribute indicates a low limited accessory liquid, e.g. the buffer fluid or operating fluid.","attribute, buffer fluid, operating fluid"
215,215,440,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop131,GeneratorOperation,Prop131,This attribute indicates that the pump is working as a generator (in flow).,"attribute, pump, flow"
216,216,441,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop139,OperationFault,Prop139,This attribute indicates a generic operation problem of a pump.,attribute
217,217,442,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop124,CoolantFlow,Prop124,This attribute indicates a problem with the coolant flow.,"attribute, problem"
218,218,443,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop135,MaximumOperationTime ,Prop135,This attribute indicates that the maximum time of pump operation is exceeded.,attribute
219,219,444,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop142,PartialLoad,Prop142,This attribute indicates a partial load.,attribute
220,220,445,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop115,AccessoryLiquidFlow,Prop115,"This attribute indicates a problem with the accessory liquid flow, e.g. the buffer fluid flow or operating fluid flow.","attribute, problem"
221,221,446,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop148,TurbineOperation,Prop148,This attribute indicates that the pump is working as a turbine (reverse flow).,"attribute, pump"
222,222,447,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop137,MotorHumidity,Prop137,This attribute indicates unacceptable humidity in the motor.,"attribute, humidity, motor"
223,223,448,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop129,DirtyImpeller,Prop129,This attribute indicates a dirty impeller.,attribute
224,224,449,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop140,OverLoad,Prop140,This attribute indicates an over load.,attribute
225,225,450,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop125,CoolantHigh,Prop125,This attribute indicates that the coolant is high limited.,"attribute, coolant"
