,subject,name,uid,description
402,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop297,MaximumHead,Prop297,Highest total head developed by a pump at any rate of flow
403,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop322,UltimatePressureOfAVacuumPump,Prop322,The ultimate pressure is the value to which the pressure in a standardized test dome approaches asymptotically during normal operation of the vacuum pump and without gas inlet. A difference can be made between the final pressure caused by gases and the final pressure caused by gases and vapors.
404,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop319,RequiredTime,Prop319,Time interval throughout which an item is required to be in an up state
405,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop314,OperatingMode,Prop314,"Specifies whether the pump is to be operated in single, parallel or series connection."
406,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop317,ReferencePlane,Prop317,Any horizontal plane for use as the datum for height measurement
407,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop310,Multi_Phase,Prop310,"Comprising a fluid together with substances in solid or gaseous states, whether due to deliberate addition or a change of state caused by a change in conditions. A ""True"" status means that there is a possibility of multi-phase-fluid and a ""False"" status means that there is no possibility of multi-phase-fluid."
408,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop302,MeanTimeBetweenFailures,Prop302,Average of the times between failures
409,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop291,GasContent,Prop291,"Proportion of gaseous substance in the liquid to be pumped, either as a contaminant or as vapor from the main body of liquid"
410,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop288,ExplosionZone,Prop288,Categories of explosion zones for devices according to 2014/34/EU (ATEX).
411,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop295,MaximumAmbientTemperature,Prop295,Highest ambient temperature to be expected under normal circumstances
412,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop292,HeightOfTheInletSideOfTheInstallation,Prop292,"Height of the fluid level on the inlet side of the installation, or in the center of the inlet manifold"
413,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop298,MaximumInletPressure,Prop298,Highest inlet pressure to which the pump is subjected during operation
414,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop320,SolidContent,Prop320,"Proportion of solids contained in the fluid to be pumped, either as a contaminant or as a deliberate useful burden or suspension"
415,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop296,MaximumFlow,Prop296,Greatest rate of flow which is expected at operating conditions
416,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop318,RequiredControlMode,Prop318,Specifies which control mode is to be used for the use case.
417,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop315,RatedInletPressureOfTheInstallation,Prop315,Inlet pressure of the installation for the working conditions
418,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop312,NormalFlow,Prop312,Rate of flow at which usual operation is expected
419,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop311,NetPositiveInletPressureAvailable,Prop311,Total pressure (including velocity pressure) at the pump inlet connection less the liquid vapor pressure at the present temperature of the liquid
420,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop305,MinimumHead,Prop305,Smallest total head developed by a pump at any rate of flow
421,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop308,MinimumRelativeHumidity,Prop308,Lowest relative humidity to be expected under normal circumstances.
422,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop306,MinimumInletPressure,Prop306,Lowest inlet pressure that can occur during operation for the pump
423,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop303,MinimumAmbientTemperature,Prop303,Lowest ambient temperature to be expected under normal circumstances
424,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop289,Fieldbus,Prop289,Selected fieldbus for the product
425,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop293,HeightOfTheOutletSideOfTheInstallation,Prop293,Height of the fluid level on the outlet side of the installation or in the center of the outlet manifold
426,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop299,MaximumOutletPressure,Prop299,"Maximum possible pressure at outlet, due either to internal energy increase (rotodynamic pumps) or external downstream restrictions (volumetric pumps)"
427,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop287,CompressionRatio,Prop287,"Ratio of the backing pressure, p3, to the inlet pressure, p1, of the vacuum pump without throughput"
428,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop321,Throughput,Prop321,Amount of fluid flowing through a duct
429,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop313,NpshDatumPlane,Prop313,"Horizontal plane through the center of the circle described by the external points of the entrance edges of the impeller blades, in the first stage in the case of multi-stage pumps"
430,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop316,RatedPumpUnitTotalHead,Prop316,"Difference of the total head, at the outlet side of the pump unit from the total head at the inlet side of the pump unit, at which usual operation is expected"
431,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop309,MinimumTemperature,Prop309,Lowest fluid temperature to be expected under operating conditions
432,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop307,MinimumOutletPressure,Prop307,Lowest outlet pressure that can occur during operation for the pump
433,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop451,FaultValue,Prop451,This property specifies a user-defined value for use with Fault action property.
434,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop450,FaultAction,Prop450,This property determines the action taken on variables in fault state.
435,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop449,DiscreteOutputValue,Prop449,This property contains the actual value of the discrete output unit.
436,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop454,PumpKickTimeDifference,Prop454,"This property determines the interval time of a pump kick, if Pump Kick Mode is operator specific. The time for the next pump kick results of the sum of Pump Kick Time and Pump Kick Time Difference"
437,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop453,PumpKickTime,Prop453,"This property determines the absolute time of a pump kick, if Pump Kick Mode is operator specific. The time for the next pump kick results of the sum of Pump Kick Time and Pump Kick Time Difference"
438,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop452,PumpKickMode,Prop452,This property describes the pump kick mode of the pump. 
439,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop117,AccessoryLiquidLow,Prop117,"This attribute indicates a low limited accessory liquid, e.g. the buffer fluid or operating fluid."
440,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop131,GeneratorOperation,Prop131,This attribute indicates that the pump is working as a generator (in flow).
441,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop139,OperationFault,Prop139,This attribute indicates a generic operation problem of a pump.
442,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop124,CoolantFlow,Prop124,This attribute indicates a problem with the coolant flow.
443,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop135,MaximumOperationTime ,Prop135,This attribute indicates that the maximum time of pump operation is exceeded.
444,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop142,PartialLoad,Prop142,This attribute indicates a partial load.
445,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop115,AccessoryLiquidFlow,Prop115,"This attribute indicates a problem with the accessory liquid flow, e.g. the buffer fluid flow or operating fluid flow."
446,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop148,TurbineOperation,Prop148,This attribute indicates that the pump is working as a turbine (reverse flow).
447,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop137,MotorHumidity,Prop137,This attribute indicates unacceptable humidity in the motor.
448,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop129,DirtyImpeller,Prop129,This attribute indicates a dirty impeller.
449,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop140,OverLoad,Prop140,This attribute indicates an over load.
450,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop125,CoolantHigh,Prop125,This attribute indicates that the coolant is high limited.
451,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop138,MotorOverheat,Prop138,This attribute indicates an overheating of a motor.
452,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop132,Leakage,Prop132,"This attribute indicates a leakage problem, e.g. leakage of the mechanical seal."
453,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop122,ControllerOverheat,Prop122,This attribute indicates an overheating of a controller.
454,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop127,CoolantOverheat,Prop127,This attribute indicates an overheating of the coolant liquid.
455,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop130,DriveOverheat,Prop130,This attribute indicates an overheating of a drive.
456,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop146,TMSFailure,Prop146,This attribute indicates a failure of the temperature management system.
457,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop128,Deceleration,Prop128,This attribute indicates a deceleration of a pump.
458,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop118,AccessoryLiquidOverheat,Prop118,"This attribute indicates an overheating of the accessory liquid, e.g. the buffer fluid or operating fluid."
459,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop147,TorqueLimit,Prop147,This attribute indicates a limitation problem of a pump.
460,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop120,AmbientTemperature,Prop120,This attribute indicates an abnormal ambient temperature.
461,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop151,WearReserveExhausted,Prop151,This attribute indicates that the wear reserve of the pump is exhausted.
462,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop136,MaximumStartsAtTime ,Prop136,This attribute indicates that the maximum number of pump start cycles per timespan is exceeded.
463,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop123,ConverterOverheat,Prop123,This property indicates an overheating of a converter.
464,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop126,CoolantLow,Prop126,This attribute indicates that the coolant is low limited.
465,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop149,UnderSpeed,Prop149,This attribute indicates that the pump operates under normal speed.
466,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop121,CaseOverheat,Prop121,This attribute indicates an overheating of the case.
467,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop143,Synchronisation,Prop143,This attribute indicates a synchronization problem of a pump.
468,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop150,VelocityLimit,Prop150,This attribute indicates a limitation problem of a pump.
469,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop144,TemperatureFault,Prop144,This attribute indicates a generic temperature problem of a pump.
470,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop133,Lubricant,Prop133,This attribute indicates a problem with the lubricant.
471,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop145,TimeOut,Prop145,This attribute indicates a start up time out.
472,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop116,AccessoryLiquidHigh,Prop116,"This attribute indicates a high limited accessory liquid, e.g. the buffer fluid or operating fluid."
473,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop119,AccessoryLiquidPressure,Prop119,"This attribute indicates an abnormal pressure of the accessory liquid, e.g. the buffer fluid pressure or operating fluid pressure."
474,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop134,MaximumNumberStarts,Prop134,This attribute indicates that the maximum number of pump start cycles is exceeded.
475,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop141,OverSpeed,Prop141,This attribute indicates that the pump operates over normal speed.
476,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop218,DesignAxialLoad,Prop218,Residual axial thrust on the pump rotor on which the thrust-bearing selection is based.
477,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop238,MaximumRadialLoad,Prop238,Greatest radial load of the pump rotor resulting from operating the pump at any condition within its allowable operating range.
